,age,gender,gender_other,sexual_orien,sexual_other,Marital_status,Ethnic_identity,Ethnic_identity_other,Born_country,Eng_primary,ReligiousAffliation,ReligiousAffliation_other,Highest_education,Highest_education_other,Household_income,WBDefinition,Group_top3,Happiness_Rank,LifeSatisfaction_Rank,PhysicalHealth_Rank,MentalHealth_Rank,MeaningPurpose_Rank,CharacterVirtue_Rank,SocialRelationships_Rank,Financial_Rank,Spirituality_Rank,Education_Rank,Employment_Rank,Recreation_Rank,SelfEsteem_Rank,Family_Rank,Safety_Rank,Other_YesNo,Other_top3,PracticedMindfulness,MindfulnessOpen,StressOpen,StudyExpectation,PSS,CatchQuestions,ERQ,MPoD,SRI,PositiveMood,NegativeMood,WellbeingRating,Reappraisal,DC_awareness,DC_nonreactivity,DC_disidentification,Mindful_skill,SWLS,Extraversion,Agreeableness,Conscientiousness,Neuroticism,OpennesstoExperience,FFMQ15,FFMQ_Observing,FFMQ_Describe,FFMQ_ActingwAwareness,FFMQ_NonJudging,FFMQ_Nonreactivity,Autonomy,Competence,Relatedness,Meaning_Presence,Meaning_Search,Synchronicity,PWB,RandomID,id,BaselineDate,Condition,Time
159,18,Female,NA,Prefer not to answer,NA,Single/never been married,Southeast Asian,NA,Canada,Yes,"Non-religious, atheist, or agnostic",NA,High school,NA,Prefer not to answer,Wellbeing to me is having good mental health and overall feeling positive/good.,"Happiness,Mental Health,Close Social Relationships",1,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,Yes,N/A,No,The term mindfulness means the act of being self-aware of what you are feeling. ,Stress to me is the feeling of intense mental/emotional pressure cause by one's circumstances and environment. ,I expect to see common mindfulness techniques that I've seen online such as breathing techniques and meditation. The benefit I hope to gain is ways/techniques to destress during the school year and onwards.,50,3,20,33,16,38,15,5,36,7,16,10,2,9,6,7,5,10,6,33,11,3,6,8,5,12,8,3,10,13,11,37,9330,4642,9/11/2023,Choice,1
164,18,Male,NA,Straight,NA,Single/never been married,Southeast Asian,NA,Philippines,Yes,Christianity,NA,High school,NA,"$75,000 to $99,999","I believe that the term ""wellbeing"" is an idea based around the overall health of an individual taking into account, mental, physical, spiritual, etc. ","Meaning  and Purpose of Life,Mental Health,Close Social Relationships",NA,NA,NA,2,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,"I believe that the term ""mindfulness"" is the concept of awareness of an individual's perception of the world with respect to the objective reality around them","I believe that the term ""stress"" is based on the pressure that an individual has when an issue arises","I believe that this training will provide me with the opportunity to gain knowledge about more mindful meditation techniques as it will further improve future meditative journeys. With my minimal practice in meditation prior to this week, meditation has helped me recenter myself whenever I am overwhelmed with my anxiety and I hope that anything I learn here will be used for years to come if provided useful",49,3,36,76,33,31,26,4,69,24,24,28,3,8,5,9,6,8,7,45,12,9,4,9,11,10,10,10,19,28,19,48,1453,5533,9/11/2023,Control,1
166,18,Female,NA,Straight,NA,Single/never been married,Caucasian/White,NA,Canada,Yes,Christianity,NA,High school,NA,"$200,000 or more",Well being to me is the concept of being content with the going-ons of my life,"Mental Health,Self-esteem,Safety",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,No,NA,No,mindfulness to me includes feelings of awareness and connecting to ones surroundings,"stress is an emotion which forms in tense situations when there is a lot of work to be done and the feeling of ""I'll never finish it all""",I do not have any concerns. I am interested in learning about new ways to be mindful. ,46,3,13,47,23,32,17,5,36,22,6,19,4,14,8,7,7,9,6,40,5,13,8,6,8,15,10,15,19,21,35,35,2346,4687,9/11/2023,Domain,1
167,18,Male,NA,Prefer not to answer,NA,Single/never been married,South Asian,NA,Saudi Arabia,Yes,Islam,NA,High school,NA,"$75,000 to $99,999","having health and satisfaction, and being happy and satisfied with your life.","Happiness,Meaning  and Purpose of Life,Life Satisfaction",1,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,security and comfort in one's self,Yes,"being mindful of your body and soul, and your place in the world.",stress is anything that puts your body out of homeostasis.,"I hope to gain some balance and refreshing views on my life and what I'm doing right now. I'm concerned about how the training will go, and what the tasks will be.",33,3,21,56,27,34,24,6,48,23,15,18,6,11,4,5,7,4,7,50,9,13,11,11,6,11,11,14,30,10,15,48,2752,4483,9/11/2023,Control,1
168,18,Female,NA,Other,Questioning,Single/never been married,South Asian,NA,Canada,Yes,Islam,NA,High school,NA,Prefer not to answer,"It means to be satisfied mentally, physically, and emotionally while being able to maintain responsibilities. ","Mental Health,Self-esteem,Close Social Relationships",NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,No,NA,Yes,It means to acknowledge and process thoughts and emotions before reacting. It includes being aware of how your thinking patterns may influence your behaviour. ,"A thought or worry that overwhelms your mind, distracting you from tasks at hand or negatively impacting your emotions. In some cases, it can be beneficial and act as a motivator to succeed in certain tasks by pre-planning, organizing, working more efficiently, etc.  ","For me, this is an opportunity to self-reflect -- a task that can be rather discomforting yet is essential for well-being and managing stress factors. I hope to gain skills and methods that I can practice to be in more tune with my mental and physical needs, and to be able to satisfy them in a healthy manner. Deep-thought about your own unconsciousness via anonymous surveys creates a safe space for unbiased, psychological introspection. ",51,3,27,57,23,25,39,2,50,26,17,14,6,17,9,7,5,6,6,49,14,11,9,4,11,14,13,6,14,23,26,32,3743,3379,9/11/2023,Choice,1
169,19,Female,NA,Straight,NA,Single/never been married,Caucasian/White,NA,Canada,Yes,"Non-religious, atheist, or agnostic",NA,High school,NA,Prefer not to answer,"Wellbeing to me means the state of someone that positive, healthy, and has an overall good mentality, if not great.","Mental Health,Self-esteem,Close Social Relationships",NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,No,NA,Yes,"The term mindfulness means to me is to be aware and engaged with yourself, to be super in-tune. If you're practicing mindfulness, more so aware than you would typically be. As if you're completely focused on it.","The term stress to me means unable to relax and overcome the responsibilities or tasks that have been laid upon you. If you're stressed your mind and body is struggling to find a point of calmness and relaxation, or a sense that everything is going to be ok. It's you're imagination trying to predict bad outcomes.","Hopefully to find a way to release stress or improve well-being. I don't think I have any concerns about this training, but maybe it might not work. I don't really know what it will entail though, so we'll have to see.",58,3,18,32,17,28,26,3,35,11,12,9,3,9,2,5,4,10,9,41,12,5,7,8,9,12,7,15,17,25,9,27,4772,4621,9/11/2023,Domain,1
170,17,Female,NA,Straight,NA,Single/never been married,Caucasian/White,NA,Canada,Yes,Christianity,NA,High school,NA,"$150,000 to $199,999","Wellbeing for me refers to my mental health. Of course health can play a part too, but in general when your mind is in a good space, your body tends to follow as well. ","Self-esteem,Meaning  and Purpose of Life,Mental Health",NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,No,NA,Yes,"mindfulness eludes to our ability in de-stressing ourselves in the periods of life where we can become anxious. Being mindful is to be open-minded and accepting of given circumstances, and making an effort to positively change them. ","Stress involves everyday life, and for me personally, it centers around things that we deem uncontrollable given the current situation. Much anxiety is interlinked with stressors in our environment.  ",I hope that this training will help teach me how to de-stress and learn techiniques in situations where my anxiety is quickly increased (such as beathing exercises etc). ,58,3,32,55,39,27,40,5,71,20,15,20,4,14,6,6,7,10,7,44,13,12,6,6,7,7,8,13,14,33,25,50,6562,4645,9/11/2023,Control,1
171,19,Female,NA,Straight,NA,Single/never been married,Other,north african,Spain,No,"Non-religious, atheist, or agnostic",NA,High school,NA,Prefer not to answer,"I associate the term wellbeing by feeling or being comfortable, calm, healthy, etc. Being on a magnificent mental and physical condition ","Mental Health,Physical Health,Close Social Relationships",NA,NA,2,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,"it means to be aware of the things that are happening around you, analysing them and knowing what do to with them",It's the emotion we get when we feel pressured or angered by someone or something,"One of the benefits I'm looking forward to is working with professionals and getting a better perspective on how to use my knowledge as a psychology student, as well as learning and using what I learned in my daily life.",44,3,36,65,33,29,37,4,69,20,25,20,1,13,8,8,4,5,6,46,9,11,8,8,10,10,13,13,22,30,31,42,9773,3985,9/11/2023,Control,1
173,23,Female,NA,Straight,NA,Single/never been married,South Asian,NA,India,No,Hinduism,NA,Undergraduate degree,NA,"Less than $20,000",Wellbeing in my definition is being in an optimal physical and mental state. ,"Family,Physical Health,Life Satisfaction",NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,No,NA,Yes,Being aware and present in your surroundings and within your body. Knowing what is going on around you and being able to concentrate on self. ,Stress is the state of mind when we cannot think and do things at our full potential. Stress can be described as a mental pressure that hinders your ability to think clear. ,I would love to find out how it will affect my mood and stress levels. And if it will improve my efficiency and overall mental health. ,56,3,37,81,34,38,42,4,71,27,25,29,3,9,5,5,9,9,6,50,12,6,13,9,10,15,13,15,22,35,14,39,4846,3490,9/12/2023,Domain,1
174,18,Female,NA,Straight,NA,Single/never been married,South Asian,NA,Pakistan,Yes,Islam,NA,High school,NA,Prefer not to answer,I would define well being as someone being happy and helathy both mentally and physically,"Life Satisfaction,Physical Health,Financial and Material Stability",NA,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,To me mindfulness means giving priority to your mentla peace so giveing ur mind a break or giving someone elses mind a break and let it relax.,"Stress to me means pressure mentally or physically whihc at most is usually negative to the mind or body, example like homewokr that is due soon or lifting a heavy box",i have no concerns about this training but some benefits i expect is to learn to be better at my own mindfulness and managing my stress.,58,3,28,55,24,17,23,5,52,17,17,21,1,12,3,6,7,9,9,43,9,8,9,7,10,6,8,8,21,28,7,39,3776,3520,9/12/2023,Choice,1
175,17,Male,NA,Straight,NA,Single/never been married,Caucasian/White,NA,Canada,Yes,Christianity,NA,High school,NA,"$100,000 to $149,999",Being in a state of happiness or being at peace with how things are going ,"Happiness,Mental Health,Self-esteem",1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,No,NA,No,Being aware of your emotions and different feelings.  Understanding where these emotions came from.,Knowing things could go badly if you mess something up.  The feeling of do or die,"More focus, less stress, overall peace of mind.

I'm worried that it might not work for me, and that it would be a waste of time ",45,3,33,70,32,31,21,4,65,15,27,28,1,15,6,9,4,6,6,43,11,8,7,7,10,11,7,11,19,30,26,46,5550,3850,9/12/2023,Control,1
176,18,Female,NA,Straight,NA,Single/never been married,South Asian,NA,Pakistan,Yes,Islam,NA,High school,NA,"$50,000 to $74,999","My physical, mental, emotional, social and spiritual aspects of life are well balanced and maintained","Family,Meaning  and Purpose of Life,Financial and Material Stability",NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,1,NA,No,NA,Yes,"To be pause worldly thoughts and be present, to feel all of nature's continuous flow of life, everything that is not in your control, continuing its course of action. And therefore accepting all that is life. ","There is good and bad stress, however at no point in my life have I ever felt ""good"" stress. Stress to me has always been a part of my life, possibly since I was 5, causing me at times physical pain in my stomach. Stress has never been good for me.","Starting a new chapter of my life, in a state of mind that is not the best, I hope to lead a better mentality with this training.",51,3,26,47,32,31,18,3,58,15,18,14,3,7,3,9,5,9,9,35,7,4,8,10,6,5,7,13,9,29,26,32,5533,4792,9/12/2023,Domain,1
178,18,Female,NA,Straight,NA,Single/never been married,East Asian,NA,China,No,"Non-religious, atheist, or agnostic",NA,High school,NA,"$35,000 to $49,999","In my opinion, the term ''Wellbeing'' describes whether an individual's mindset and/or mental state is in a health position.","Financial and Material Stability,Meaning  and Purpose of Life,Family",NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,3,NA,No,NA,Yes,"For me, the term ""mindfulness"" describes the state of being aware and concious.","The term ""stress"" is an emotional state felt by an individual on instances of failing to cope with life problems.",Perhaps continuing to develop a more stable mental state. I do not have any concerns at the moment.,21,3,21,80,26,33,15,5,47,26,28,26,2,16,4,6,6,4,8,50,10,6,11,12,11,12,8,7,33,12,9,44,4161,4555,9/12/2023,Control,1
181,19,Male,NA,Straight,NA,Single/never been married,Middle Eastern,NA,Canada,Yes,Islam,NA,High school,NA,Prefer not to answer,The mental state that affects mood and daily activities,"Family,Physical Health,Financial and Material Stability",NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,No,NA,Yes,Being aware of the simple daily actions that are often forgotten or ignored either because they seem unnecessary or becomes they are performed on auto-pilot.,A state in which the brain goes into a high-alert mode with a negative aspect that keeps you wanting to perform but holds you back from performing at the same time.,"I expect a sense of relaxation, less stress, and more self-awareness.",34,3,38,80,39,38,25,6,77,27,22,31,3,19,7,7,10,2,5,54,11,11,11,10,11,13,14,14,30,32,24,52,8725,4429,9/12/2023,Domain,1
182,19,Female,NA,Straight,NA,Single/never been married,Caribbean,NA,Trinidad,Yes,Christianity,NA,High school,NA,"$50,000 to $74,999",wellbeing refers to the holistic/overall contentment that an individual experiences,"Spirituality,Family,Happiness",3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,No,NA,Yes,mindfullness refers to self-awareness and overall understanding of the mind and soul,stress refers to the mind constantly thinking about and making emphasis on the issues happening around the person.,the benefits can be self awareness and understanding of my mind,54,3,29,43,33,27,35,4,62,19,11,13,3,8,6,6,6,8,6,35,5,7,8,6,9,9,6,12,19,35,19,36,7231,5341,9/12/2023,Choice,1
183,18,Male,NA,Straight,NA,Single/never been married,East Asian,NA,China,No,"Non-religious, atheist, or agnostic",NA,High school,NA,"$75,000 to $99,999","Well-being is to spend each day at leisure, to be able to dispose of one's time freely, no matter how meaningless or meaningful the day may seem to others.","Happiness,Physical Health,Self-esteem",1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,No,NA,No,"Totally relax the brain, so that the brain does not have any distractions, as if and the world as one; or a longer period of time to concentrate on a certain thing, to the outside world's information or disturbances are not aware of, and then come back to the mind when a long time has passed.","I think there are two types of stress. One is the pressure that is put on me by the outside world, such as not finishing a homework assignment when it's due, and one is the mental shackles that I put on myself, such as when I don't do something I need to do today, and then I feel a lot of pressure afterward, because my reasoning pushes me to do what I need to do, and then I have to do it.",I hope that by the end of the training I will have a good understanding of mindfulness and will be able to become a beginner in mindfulness. I hope to get as many credits as possible.,42,3,26,85,26,27,24,3,52,25,33,27,1,11,5,9,4,10,7,45,9,7,9,8,12,7,9,6,9,20,18,30,4992,5365,9/12/2023,Control,1
185,21,Female,NA,Other,Pansexual,Single/never been married,East Asian,NA,South Korea,Yes,"Non-religious, atheist, or agnostic",NA,High school,NA,"$100,000 to $149,999","Health, both mental and physical. Being content with life, not just happy. Resilience.","Safety,Mental Health,Physical Health",NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,Yes,"Mindfulness is awareness of thoughts and feelings, but the ability to let them pass and exist","Stress can be good and bad, it can be motivating but also Too much stress can be dangerous.","No concerns, I think i will be able to practice my skills.",43,3,29,80,30,38,37,5,59,28,24,28,5,17,8,6,6,10,7,37,8,8,6,4,11,11,10,12,21,29,6,46,7290,3523,9/13/2023,Domain,1
186,19,Female,NA,Bisexual,NA,Single/never been married,Southeast Asian,NA,Thailand,Yes,Buddhism,NA,High school,NA,Prefer not to answer,how satisfied one is with their life in all aspects,"Family,Education,Close Social Relationships",NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,1,NA,Yes,"Happiness, Life Satisfaction",Yes,Mindfulness means that I am aware of my own surroundings in a way that I don't normally do. Being mindful needs practice and can make a person live in the present more than the past or the future.,Stress is a negative emotion that a person feels when they are under pressure or have anxiety about certain situations they are in. This may result in a constant negative state that a person is in which may hinder their ability to work at their fullest potential. ,I hope this can help me become more mindful and learning how to calm myself down in times when I am stressed. I don't have any concerns about this training. ,42,3,21,47,24,37,13,5,45,12,14,21,2,18,3,6,9,7,7,44,7,11,9,11,6,11,9,15,12,18,12,39,2465,3541,9/13/2023,Control,1
187,18,Male,NA,Straight,NA,Single/never been married,East Asian,NA,Canada,Yes,Christianity,NA,High school,NA,"$100,000 to $149,999",The state of being stress-free and at peace with one's self. ,"Family,Close Social Relationships,Employment",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,1,NA,No,NA,Yes,Mindfulness means being aware of yourself and environment to its entirety. Continuing it is being calm and collected through a sense of relaxation.,"Stress means a state of uncertainty and fear. It is not a good state to be in, and it may distract one from focusing on daily life.","I will be able to improve my level of mindfulness (from what I previously rated 2). I will also be much more appreciative of myself and environment, and be able to reduce my current stress level. Overall, I do not have any concerns about this training. ",33,3,30,69,26,35,21,6,56,22,24,23,2,16,8,7,9,7,7,54,9,10,13,10,12,12,14,10,18,26,9,46,8134,4096,9/13/2023,Control,1
191,18,Female,NA,Straight,NA,Single/never been married,Caucasian/White,NA,Canada,Yes,"Non-religious, atheist, or agnostic",NA,High school,NA,Prefer not to answer,it means your overall state - combination of mental and physical health.,"Meaning  and Purpose of Life,Mental Health,Financial and Material Stability",NA,NA,NA,2,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,No,NA,No,being aware of your current place in life - accepting feelings and what not.,feeling as if you have no control - fear overcomes rationality.,I expect to come out of this with better coping mechanisms or perhaps a better outlook on life. Benefits I believe may come out of this includes perhaps mindfulness techniques and how to be better in tune with myself.,58,3,21,57,27,39,46,4,48,27,15,15,1,15,7,6,8,9,7,41,9,10,8,6,8,11,10,14,16,25,28,33,4876,4795,9/16/2023,Domain,1
192,18,Female,NA,Straight,NA,Single/never been married,Middle Eastern,NA,Qatar,No,Christianity,NA,High school,NA,Prefer not to answer,state of being healthy happy and comfortable with yourself and the choices you make in life.,"Family,Mental Health,Safety",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,No,NA,Yes,being aware and accepting of ones surrounding without judgement.,when there is too much pressure on a person from things going on in their life.,I can learn how to recollect my thoughts and calm down a bit. I do not have any concerns about this training.,54,3,19,55,22,35,32,3,41,21,13,21,3,16,5,4,4,10,7,36,13,3,9,4,7,15,10,15,25,19,15,46,9118,4420,9/17/2023,Control,1
197,18,Female,NA,Straight,NA,Single/never been married,Middle Eastern,NA,Canada,Yes,Islam,NA,High school,NA,"$20,000 to $34,999","Well-being is having good health both physically, mentally, and emotionally. ","Life Satisfaction,Family,Education",NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,No,NA,Yes,"To me mindfulness is about being in touch with your body and mind, like being able to acknowledge your emotions and identify functions of your body.",Stress is when you’re overwhelmed with too many problems or personal issues such as a lot of work or negative emotions.,"I don’t have any concerns about the training, but I’m not sure what to expect.",55,3,37,69,40,45,29,4,77,23,17,29,4,18,5,2,6,3,8,44,10,12,7,8,7,14,11,14,31,30,23,45,9662,3286,9/21/2023,Control,1
199,17,Female,NA,Prefer not to answer,NA,Single/never been married,South Asian,NA,U.A.E,Yes,Islam,NA,High school,NA,"$100,000 to $149,999","Mindfulness is the practice of maintaining awareness and presence in the present moment, fostering a non-judgmental acceptance of thoughts, feelings, and sensations. It encourages mental clarity, emotional balance, and reduced stress","Happiness,Meaning  and Purpose of Life,Self-esteem",1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,No,NA,Yes,"To me, mindfulness means finding tranquility in the present, embracing each moment without judgment. It's a path to inner peace and a clearer, more centered mind.","Stress, to me, is the overwhelming feeling of pressure and unease that can disrupt my well-being and peace of mind.","This mndfulness exercise help me stay grounded and reduce stress, fostering mental clarity. It also enhances my emotional resilience. I have no concerns with doing this training.",40,3,25,63,24,42,29,5,49,21,18,24,3,16,7,8,7,7,6,42,7,10,5,10,10,13,13,8,20,18,16,35,6084,4312,9/22/2023,Domain,1
200,18,Male,NA,Straight,NA,Single/never been married,Other,South East Asian,United Kingdom (England),Yes,Buddhism,NA,High school,NA,Prefer not to answer,Health and happiness which can come from a multitude of factors the main one being strong relationship with others,"Close Social Relationships,Mental Health,Physical Health",NA,NA,3,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,Having control over your emotions even when the situation is not in your favour.,Feeling the sense that you are not in control of the situation you are in.,I expect to feel more content with life and feel less stressed and develop a more deep connection with people around me.,50,3,33,59,36,37,45,5,69,10,26,23,2,16,6,5,4,7,7,39,6,5,9,9,10,12,12,12,21,29,8,42,1227,6064,9/23/2023,Choice,1
204,21,Female,NA,Bisexual,NA,Single/never been married,Caucasian/White,NA,canada,Yes,"Non-religious, atheist, or agnostic",NA,High school,NA,"$100,000 to $149,999",wellbeing is the feeling and state of being satisficed and healthy.,"Safety,Mental Health,Physical Health",NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,Yes,to me mindfulness means being in the present moment and able to cope with the moment. You should ,To me stress is a state of discomfort that causes tension in the mind and body. ,I do not expect anything from the training and I do not have any concerns. ,41,3,20,49,26,31,23,4,46,11,14,24,4,12,4,6,9,9,7,45,10,8,6,12,9,12,12,12,15,25,19,42,8340,6835,9/28/2023,Domain,1
205,19,Female,NA,Straight,NA,Single/never been married,Caucasian/White,NA,Canada,Yes,"Non-religious, atheist, or agnostic",NA,High school,NA,Prefer not to answer,wellbeing is being comfortable and happy with life's current circumstances,"Financial and Material Stability,Mental Health,Physical Health",NA,NA,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,mindfulness is being focused and aware of the present moment,stress is a response to a situation that causes a negative physiological and psychological reaction,i hope to improve my mental health and reduce stress,55,3,26,40,16,28,31,4,42,5,15,20,5,13,4,4,3,9,8,32,8,3,8,6,7,8,6,12,16,26,3,30,9004,6829,9/28/2023,Domain,1
206,20,Female,NA,Straight,NA,Married or domestic partnership,South Asian,NA,India,Yes,Hinduism,NA,High school,NA,"$200,000 or more","wellbeing means having a good headspace, and taking care of that continuously ","Family,Employment,Physical Health",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,No,NA,Yes,mindfulness to me means self awareness but mentally,stress to me means having multiple tasks or other personal problems that pile up and cause you to feel worried or nervous,a benefit would be to clear up my headspace a little,53,3,18,45,28,43,35,5,46,19,10,16,6,12,4,4,5,9,9,40,10,7,12,7,4,13,8,12,20,21,23,46,7744,6907,9/28/2023,Choice,1
213,18,Male,NA,Straight,NA,Single/never been married,Mixed,NA,Canada,Yes,Prefer not to answer,NA,High school,NA,Prefer not to answer,The mental and physical state of a person is in good condition,"Happiness,Character and Virtue,Financial and Material Stability",1,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,Mindfulness is taking the time to relax and quite the thoughts in your head. To find tranquility and be more peaceful in life.,Stress is when you feel overloaded and worried about what is happening or going to happen. Things seem out of your control or beyond your control. It is a struggle to get things back on track.,"I don't have any concerns; I see this as an opportunity to practice mindfulness. Something that I don't engage in as often as I should. I look forward to relaxing my mind and body, hoping to come out of this better than when I came in. ",45,3,35,60,14,32,19,5,49,28,24,8,1,13,4,8,7,7,8,45,12,8,10,7,8,11,9,14,9,9,4,34,8827,6838,9/28/2023,Domain,1
214,19,Male,NA,Straight,NA,Single/never been married,Caucasian/White,NA,South Africa ,Yes,Christianity,NA,High school,NA,"$100,000 to $149,999","A multi-faceted concept that makes up my mental, physical and emotional health as a collective body, all of which influences my overall 'well-being' or state of body and mind. ","Physical Health,Mental Health,Family",NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,No,NA,Yes,Usually I think of having a full and focused awareness on the little feelings and sensations felt between us and our environment. ,[Being worried]- the state of feeling uneasy and under some form of mental strain,"If anything, I will develop an increased understanding of my own self-awareness and mindfulness. It can be grounding at times to consciously address these aspects of my life, therefore, I do not feel very concerned. ",42,3,30,60,35,33,30,5,65,28,17,15,6,18,4,6,10,9,10,50,13,11,10,8,8,11,14,11,30,35,11,52,5607,4957,9/28/2023,Choice,1
216,19,Female,NA,Straight,NA,Single/never been married,South Asian,NA,Canada,Yes,Islam,NA,High school,NA,Prefer not to answer,Wellbeing is something that refers to feeling content with your life. It is a feeling of comfort with what is going on in your life including the stresses. It also consists of being mentally and physically at peace. You achieve this through meditation or little acts of self care like watching a movie or doing a face mask.,"Happiness,Family,Spirituality",1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,No,NA,Yes,Mindfulness refers to strategies that help with anxiety and daily stresses.,Stress refers to a prolonged feeling of nervousness.,I would like to find strategies to help calm my anxiety.,40,3,26,55,21,30,12,4,47,18,15,22,4,15,9,8,10,8,4,50,10,13,9,10,8,12,12,12,25,22,23,36,9470,7072,9/28/2023,Domain,1
218,19,Female,NA,Straight,NA,Single/never been married,Middle Eastern,NA,Egypt,No,Islam,NA,High school,NA,Prefer not to answer,Wellbeing to me means overall mental health. If your overall wellbeing is good then you are okay to keep going and take on challenges. You have a work life balance.,"Physical Health,Mental Health,Meaning  and Purpose of Life",NA,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,meditating and doing something that relaxes you so you can continue working or the rest of your day ,constant worry that something may go wrong or feeling overwhelmed ,I might benefit from learning these techniques by feeling less stressed or anxious,48,3,24,59,30,26,32,4,54,21,17,21,3,15,4,6,10,10,7,36,11,6,6,7,6,13,12,10,19,32,16,38,2464,6658,9/28/2023,Choice,1
220,19,Female,NA,Straight,NA,Single/never been married,Middle Eastern,NA,United Arab Emirates ,Yes,Islam,NA,High school,NA,Prefer not to answer,how comfortable and happy someone is in the lifestyle and situations they are in.,"Financial and Material Stability,Family,Safety",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,3,Yes,mental and physical health,Yes,"Bing fully aware and conscious of something, or how much of the present you are actually in.",Tension and internal anxiety that is out of your control,Hopefully better coping with stressful situations and a better management for post-stress anger,55,3,35,71,15,32,32,6,50,23,21,27,5,16,8,9,8,9,6,43,6,7,9,10,11,8,10,13,30,20,8,49,3213,5404,9/29/2023,Domain,1
221,19,Female,NA,Straight,NA,Single/never been married,Caucasian/White,NA,Canada,Yes,Christianity,NA,High school,NA,Prefer not to answer,"Mental happiness, calmness, and overall the complete opposite of stress, anxiety, or mental illness","Close Social Relationships,Mental Health,Life Satisfaction",NA,3,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,"Conscious awareness of the world around you, as well the person within you",Pressure and anxiety brought on by external factors,I hope to become more mindful and potentially get better at observing and controlling my emotions,61,3,27,52,24,28,25,3,51,22,10,20,1,13,4,8,6,10,10,40,10,9,6,8,7,8,9,11,30,32,29,45,1366,7168,9/29/2023,Choice,1
222,18,Male,NA,Straight,NA,Single/never been married,East Asian,NA,Canada,Yes,"Non-religious, atheist, or agnostic",NA,High school,NA,"$20,000 to $34,999","Wellbeing is your current mental state, whether or not you are experiencing trauma from romantic breakups, rejection, loss of a job, feeling directionless or stressed, and being able to manage these stressful and emotional times.","Mental Health,Close Social Relationships,Meaning  and Purpose of Life",NA,NA,NA,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,"Being able to be present in the moment with people, especially when you are having an insightful conversation with your romantic date, friends, and family. Also, this also means being able to be in the flow state when you are working, not being distracted.","Having lots of personal problems, circumstantial problems you have to deal with and cope with. You have to figure it out with people. ",I do expect my mind to be a lot more calm. Those are my main expectations.,38,3,22,81,36,39,17,5,58,23,23,35,7,18,7,10,10,6,6,42,9,12,4,6,11,14,13,15,30,29,18,52,2359,7177,9/30/2023,Domain,1
