,AuthId,Catch_01,Catch_02,Catch_03,Decenter_01,Decenter_02,Decenter_03,Decenter_04,Decenter_05,Decenter_06,Decenter_07,Decenter_08,Decenter_09,Decenter_10,Decenter_11,Decenter_12,Decenter_13,Decenter_14,Decenter_15,Decenter_total,Domain1,Domain2,Domain3,Domain4,Domain5,FFMQ_01,FFMQ_02,FFMQ_03,FFMQ_04,FFMQ_05,FFMQ_06,FFMQ_07,FFMQ_08,FFMQ_09,FFMQ_10,FFMQ_11,FFMQ_12,FFMQ_13,FFMQ_14,FFMQ_15,FFMQ_ActingwAwareness,FFMQ_Describing,FFMQ_NonJudging,FFMQ_NonReactivity,FFMQ_Observing,FFMQ_total,FirstGeneration,PSS_01,PSS_02,PSS_03,PSS_04,PSS_05,PSS_06,PSS_07,PSS_08,PSS_09,PSS_10,PSS_total,PersonalWB_01,PersonalWB_02,PersonalWB_03,PersonalWB_04,PersonalWB_05,PersonalWB_06,PersonalWB_07,PersonalWB_08,PersonalWB_09,PersonalWB_10,PersonalWB_11,PersonalWB_Anger,PersonalWB_Anxiety,PersonalWB_Happiness,PersonalWB_SWLS,PersonalWB_Sadness,Reappraisal_01,Reappraisal_02,Reappraisal_03,Reappraisal_04,Reappraisal_05,Reappraisal_06,Reappraisal_07,Reappraisal_08,Reappraisal_09,Reappraisal_10,Reappraisal_11,Reappraisal_12,Reappraisal_13,Reappraisal_14,Reappraisal_15,Reappraisal_16,Reappraisal_17,Reappraisal_CFI,Reappraisal_ERQ,Reappraisal_SRI,Reappraisal_total,SMM_01,SMM_02,SMM_03,SMM_04,SMM_05,SMM_06,SMM_07,SMM_08,SMM_total,SexualOrientation,SocialDomains_total,SocialWB_01,SocialWB_02,SocialWB_03,SocialWB_04,SocialWB_05,SocialWB_06,SocialWB_07,SocialWB_08,SocialWB_09,SocialWB_10,TestAnxiety_01,TestAnxiety_02,TestAnxiety_03,TestAnxiety_04,TestAnxiety_05,TestAnxiety_06,TestAnxiety_07,TestAnxiety_08,TestAnxiety_09,TestAnxiety_10,TestAnxiety_11,TestAnxiety_12,TestAnxiety_13,TestAnxiety_14,TestAnxiety_15,TestAnxiety_16,TestAnxiety_17,TestAnxiety_18,TestAnxiety_19,TestAnxiety_20,TestAnxiety_21,TestAnxiety_numberoftest,TestAnxiety_total,Time,YearofStudy,CatchSum,CorrectID
114,a4OaWhPEfbYbgHDWdirgUY5VpRD2,1,1,1,4,3,1,4,4,5,5,5,4,5,4,3,2,2,1,52,12,17,18,10,14,4,5,3,5,4,1,4,4,5,2,5,5,2,4,3,9,14,14,9,10,56,No,2,1,3,1,2,4,2,4,2,4,25,2,6,7,4,4,4,5,5,5,3,5,9,10,9,15,7,5,2,7,7,7,7,6,6,6,6,6,4,5,5,5,4,3,30,35,26,91,3,2,3,2,3,3,2,2,20,Heterosexual or Straight,71,7,5,7,10,8,10,5,5,9,5,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,0,39,1,Second year,3,45047
115,aebzKTSILyVhrQaKo8McBCPkdy22,1,1,1,4,4,4,4,4,5,5,5,4,4,2,4,5,4,4,62,17,18,14,17,17,4,5,3,3,3,4,4,4,4,2,5,4,4,4,4,11,13,11,9,13,57,No,2,2,3,0,1,0,1,1,0,0,10,6,7,7,1,6,1,4,7,2,2,4,3,8,13,20,3,6,6,7,6,6,6,7,5,7,5,6,4,4,4,2,2,2,30,37,18,85,2,3,1,3,3,0,3,3,18,Heterosexual or Straight,83,9,8,10,8,8,6,7,10,10,7,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,1,1,2,2,0,35,1,Second year,3,45086
116,axloojW0vIbizTfJKwkwqFhIiku1,1,1,1,3,3,2,2,2,2,1,2,1,1,2,1,1,1,2,26,2,1,5,10,5,3,1,1,3,3,5,1,4,1,5,4,3,3,1,1,8,5,5,9,12,39,Yes,4,4,3,3,4,4,4,4,1,0,31,1,1,1,6,4,6,6,5,6,6,6,12,12,9,3,12,1,6,1,5,2,5,4,2,3,5,3,1,2,2,2,1,3,17,20,11,48,4,1,0,1,3,1,1,1,12,Heterosexual or Straight,23,0,2,1,0,3,2,8,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,21,1,Second year,3,45043
117,b69z4JlxkiYXHjBqqwxRJHTqQzD2,1,1,1,4,3,4,4,4,1,2,1,2,2,5,3,3,3,2,43,7,3,2,4,0,3,3,3,1,4,5,2,4,1,4,4,3,3,2,3,10,8,4,11,12,45,No,2,4,3,3,2,3,1,3,1,3,25,1,1,1,2,5,4,5,4,4,5,4,6,9,9,3,9,7,7,4,5,5,5,6,3,7,5,7,2,2,2,3,3,5,28,33,17,78,1,3,1,3,3,1,3,2,17,Heterosexual or Straight,16,2,5,0,3,2,0,4,0,0,0,2,2,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,28,1,First year,3,45463
118,b9qZa6J5kQgPZ6FrGWsJZhpaCuZ2,1,1,1,4,3,3,4,4,4,5,3,2,2,2,5,4,3,3,51,13,15,13,18,16,4,2,3,4,5,5,1,3,4,5,5,2,5,3,4,11,5,11,14,14,55,No,4,3,4,1,0,3,1,0,4,2,22,4,4,5,2,4,5,6,5,6,3,6,8,12,9,13,8,6,6,7,6,6,6,7,6,7,6,7,5,5,5,4,4,4,33,37,27,97,0,2,0,1,3,0,3,1,10,Heterosexual or Straight,75,7,6,8,7,8,5,8,10,9,7,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,25,1,First year,3,45506
119,bSKJVScAyIZhRARot0NvBZP82i33,1,0,1,3,2,3,4,3,2,2,4,2,3,2,2,2,3,2,39,13,10,7,9,12,4,3,2,3,4,4,2,4,3,3,3,3,2,3,3,8,8,9,10,11,46,Yes,1,2,3,3,2,1,2,2,2,1,19,2,4,5,2,4,4,5,5,5,4,4,7,9,9,11,8,3,4,2,3,3,4,4,5,4,5,4,4,2,3,4,4,3,22,19,20,61,3,1,1,1,1,2,1,3,13,Heterosexual or Straight,51,7,6,3,7,4,3,4,5,7,5,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,25,1,Second year,2,45174
120,beEWUhjAA3aEbkK1yGcW1LeTzvH3,1,1,1,3,3,3,3,3,2,2,3,3,3,4,2,2,2,2,40,15,15,13,16,20,4,2,3,2,3,4,2,3,2,3,5,2,3,2,2,9,6,6,8,13,42,No,3,3,4,2,1,2,2,1,2,1,21,5,5,5,4,6,4,7,6,4,4,5,8,12,12,15,8,5,6,6,6,6,6,7,7,7,7,7,3,4,4,4,2,1,35,35,18,88,0,1,0,1,0,0,0,0,2,Heterosexual or Straight,79,7,8,8,7,10,3,10,6,10,10,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,22,1,Fifth year and aboce,3,45326
121,cAikn3g6OCanm8Ea3tP97aDqrQq1,1,1,1,2,4,2,3,2,2,2,4,2,3,4,3,2,3,3,41,6,8,7,8,11,3,2,2,2,3,2,2,4,3,2,3,2,3,1,2,9,6,6,7,8,36,No,3,2,4,3,3,3,3,3,2,3,29,4,5,3,4,2,5,6,3,5,5,6,9,12,5,12,10,5,5,2,3,3,4,5,4,4,4,3,3,2,3,4,3,4,20,22,19,61,1,1,0,0,1,1,0,1,5,Heterosexual or Straight,40,3,3,7,1,4,3,3,5,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,22,1,First year,3,45543
122,cGKqjYqKTSUSmJTIdOSIb00dLnI3,1,1,1,4,3,3,3,3,3,4,4,4,3,4,4,4,4,3,53,16,16,16,16,18,5,2,4,2,4,4,3,4,3,4,4,3,3,3,4,11,8,8,12,13,52,Yes,2,2,3,1,1,2,2,1,2,1,17,5,5,6,3,6,4,4,6,4,3,4,7,8,12,16,7,6,4,6,6,5,5,6,6,6,6,6,4,4,4,4,3,3,30,32,22,84,3,3,2,3,2,1,2,2,18,Heterosexual or Straight,82,8,8,8,8,8,8,8,8,10,8,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,0,37,1,Third year,3,45154
123,dWqSlpxX4igjdxyrMD057jNMBfE3,1,1,1,5,2,3,4,2,1,2,4,5,4,2,1,1,2,1,39,11,8,4,15,6,2,4,3,2,2,3,4,2,2,1,3,4,3,3,2,8,12,7,5,8,40,No,3,4,4,3,2,4,1,3,3,4,31,3,5,4,3,4,2,6,4,3,2,6,6,12,8,12,4,6,6,2,4,3,4,7,6,5,5,4,2,3,3,4,4,5,27,25,21,73,3,3,0,2,2,1,1,2,14,Heterosexual or Straight,44,6,5,6,2,4,0,6,9,2,4,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,3,27,1,First year,3,45155
124,e7iRdcVlFPVZtvgnlNnS6Q4RHU82,1,1,1,3,3,2,2,3,5,4,4,5,4,3,3,3,4,4,52,18,12,10,10,15,4,4,4,5,5,5,5,4,3,3,4,4,4,3,4,12,13,11,12,13,61,No,3,1,2,1,1,4,2,3,1,1,19,4,4,4,4,4,3,3,5,5,2,4,9,7,9,12,5,5,5,6,5,5,5,3,3,5,4,5,4,4,4,2,3,3,20,31,20,71,1,3,1,2,2,1,1,1,12,Heterosexual or Straight,65,9,9,7,5,5,5,8,2,8,7,2,1,2,1,2,2,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,3,34,1,First year,3,46110
125,ewMpqKQa88OdoSCF3SditeF2PVr1,1,1,1,4,3,2,2,3,3,2,3,4,2,3,2,2,3,2,40,5,2,11,13,4,3,2,3,2,2,3,3,4,2,2,2,2,3,2,2,10,7,6,6,8,37,No,2,3,4,3,4,3,4,3,3,4,33,1,1,1,6,3,7,5,4,5,6,6,11,11,7,3,13,5,5,3,5,5,5,6,6,6,6,6,3,3,3,2,2,2,30,28,15,73,2,3,0,4,2,0,2,2,15,Bisexual,35,3,2,1,1,5,6,7,6,3,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,26,1,First year,3,45314
126,ey7f4pPtUmQA74G0rWz4f4KVIkf1,1,1,1,4,4,2,2,4,4,4,2,1,1,3,3,3,3,3,43,9,10,7,12,10,5,5,2,3,3,4,4,3,2,3,4,4,2,2,4,7,13,7,10,13,50,No,4,4,4,2,3,3,3,3,3,4,33,3,3,3,6,5,5,7,4,6,4,7,12,14,9,9,9,6,6,5,3,3,3,7,7,6,7,7,4,4,2,1,1,1,34,26,13,73,0,1,0,1,0,0,1,1,4,Heterosexual or Straight,48,3,6,7,3,4,3,5,7,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,22,1,Second year,3,45063
127,fRbg77uuVXVzuvWSRiKcLQkGesY2,1,1,1,5,5,4,4,4,5,5,4,4,4,3,3,2,4,4,60,12,9,11,12,7,2,1,2,2,3,2,1,3,2,3,3,2,2,1,3,7,4,5,9,7,32,No,2,2,3,1,3,3,2,2,1,3,22,3,5,5,5,4,6,4,4,3,5,4,8,8,8,13,11,5,5,4,6,6,5,6,6,6,6,6,4,3,3,4,3,3,30,31,20,81,3,3,2,3,3,3,2,3,22,Heterosexual or Straight,51,6,6,4,5,6,5,7,5,4,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,23,1,First year,3,46357
128,fZDcvmpaWFO25qVQp7x7YBmEnqI3,1,1,1,3,2,1,1,2,2,3,4,4,2,4,1,1,3,2,35,11,8,6,8,13,3,2,2,1,2,5,2,4,3,2,4,1,3,3,2,9,5,7,6,12,39,No,3,1,4,3,1,3,2,3,3,4,27,2,1,3,4,5,3,6,5,4,2,6,8,12,10,6,5,5,3,2,5,5,5,5,5,3,6,4,2,4,4,3,4,4,23,25,21,69,0,0,0,3,1,0,3,1,8,Heterosexual or Straight,46,4,7,5,3,3,3,2,6,7,6,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,3,27,1,First year,3,45568
129,ftonShOB3kbVfwd08ohMbsQVP1k2,1,1,1,2,2,3,2,4,3,4,4,4,4,3,2,2,3,3,45,10,9,15,14,16,5,3,3,5,2,3,3,3,4,1,4,2,3,3,4,9,8,12,7,12,48,Yes,3,2,4,2,2,4,3,2,3,2,27,3,4,3,5,3,5,6,4,5,5,6,10,12,7,10,10,3,2,2,5,3,3,5,3,5,4,3,4,4,4,3,2,2,20,18,19,57,3,3,2,3,1,2,1,2,17,Heterosexual or Straight,64,6,4,4,5,8,7,6,8,8,8,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,25,1,Fifth year and aboce,3,45499
130,gHAdlPryOFcLG2bS2UwJvTamgVH3,1,1,1,4,3,4,3,3,3,2,2,5,2,3,3,2,2,2,43,10,11,7,9,6,4,4,3,1,3,4,2,3,2,3,5,3,3,1,2,9,9,4,8,13,43,Yes,3,3,4,3,3,3,2,3,3,2,29,1,2,2,2,4,4,5,4,5,4,4,7,9,8,5,8,5,3,3,3,2,2,7,7,6,7,6,3,2,2,4,3,4,33,18,18,69,3,3,2,3,3,2,3,2,21,Heterosexual or Straight,43,6,4,7,4,4,3,4,5,3,3,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,0,25,1,Third year,3,46377
131,haZ47NwCooZFYrJAg47QdWjucvJ2,1,1,1,3,2,3,4,2,2,4,3,2,3,3,2,3,2,3,41,7,8,2,11,19,3,2,3,3,3,5,2,3,4,3,2,2,3,3,3,9,6,10,9,10,44,No,2,2,4,2,3,4,2,3,2,4,28,4,5,5,5,5,5,5,5,5,5,5,10,10,10,14,10,5,5,4,5,4,5,6,6,6,6,5,3,4,4,1,2,5,29,28,19,76,2,1,1,0,2,1,1,1,9,Heterosexual or Straight,47,3,4,5,3,2,0,8,3,9,10,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,23,1,First year,3,45406
132,hyfBHsR6kkgnYVSrGikHjfnp3A92,1,1,1,5,4,4,3,4,3,2,3,3,3,1,2,2,2,2,43,3,11,1,18,6,4,2,3,2,4,4,3,4,2,1,3,1,2,1,2,9,6,5,7,11,38,No,3,4,4,2,2,4,3,2,2,4,30,2,4,2,6,4,4,7,4,5,5,7,11,14,8,8,9,5,5,1,4,3,4,7,7,6,7,6,3,4,4,2,4,5,33,22,22,77,1,1,0,3,1,0,3,3,12,Heterosexual or Straight,39,1,2,7,4,1,0,8,10,4,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,23,1,First year,3,45502
133,i2KsZdfOpsRsbhi9XOlrO9IZgJM2,1,1,1,3,4,4,5,3,3,4,4,4,3,5,5,5,4,3,59,13,15,13,13,20,1,1,4,4,5,2,5,2,5,4,1,2,3,5,3,9,8,14,12,4,47,Yes,1,2,2,0,0,1,2,1,0,0,9,5,4,5,1,5,1,2,5,2,1,2,3,4,10,14,2,3,3,5,5,4,4,6,6,5,4,5,4,4,4,3,3,3,26,24,21,71,1,3,2,2,3,1,0,2,14,Heterosexual or Straight,74,7,6,5,10,6,7,7,6,10,10,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,1,2,1,0,34,1,First year,3,45526
134,i3TQxd7QEXh4tRJjHVJ8NR3sWRt2,1,1,1,3,2,3,4,2,3,2,3,2,3,1,2,1,2,2,35,6,7,2,5,1,2,5,2,2,3,2,5,1,3,2,2,5,2,1,3,5,15,6,8,6,40,No,4,4,4,1,4,3,2,3,2,3,30,3,1,3,4,5,5,7,5,3,4,7,7,14,10,7,9,2,6,2,5,6,6,6,6,5,5,6,2,3,4,5,4,4,28,27,22,77,0,0,0,2,1,1,0,1,5,Heterosexual or Straight,21,3,3,4,3,2,0,1,4,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,25,1,First year,3,46588
135,iSm2CM2T27NrplIfXziXUqd0bIf2,1,1,1,4,4,3,3,2,4,3,5,5,5,4,3,2,3,3,53,10,12,18,15,10,1,3,4,2,3,4,3,4,4,3,4,4,4,3,2,12,10,9,8,9,48,No,2,3,3,2,2,2,2,2,2,3,23,3,3,3,5,6,5,4,6,5,4,6,10,10,12,9,9,4,6,3,7,7,7,6,7,7,7,7,5,5,5,4,2,1,34,34,22,90,3,3,3,3,3,1,3,3,22,Heterosexual or Straight,65,5,5,5,7,8,10,7,8,6,4,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,0,34,1,First year,3,45132
136,jJAkjYxpOzPicDWDTFiWAKdDb1y2,1,1,1,5,4,3,2,3,3,3,3,2,3,3,3,2,3,2,44,20,18,20,19,20,2,3,5,4,3,2,4,5,5,2,2,4,5,4,2,15,11,13,7,6,52,No,0,0,4,1,2,3,2,0,1,2,15,6,7,7,2,5,2,4,7,2,1,4,4,8,12,20,3,6,6,4,5,4,4,7,5,6,6,7,4,3,3,2,4,2,31,29,18,78,1,2,2,2,2,2,2,1,14,Heterosexual or Straight,97,10,10,9,9,10,10,10,9,10,10,1,1,2,1,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,1,3,33,1,First year,3,45206
137,jhN7R9OuuBTZCAI1s4cmc3uM9tx1,1,1,1,4,2,4,4,2,3,4,2,3,3,2,2,2,2,2,41,8,11,10,8,6,3,1,2,2,3,2,1,3,2,2,1,1,3,2,2,8,3,6,7,6,30,No,4,3,3,3,2,4,4,3,3,4,33,2,5,2,3,2,5,5,4,5,6,5,8,10,6,9,11,5,5,2,3,2,2,6,3,6,3,5,2,2,2,4,4,4,23,19,18,60,1,0,0,0,0,0,0,0,1,Heterosexual or Straight,43,3,5,7,4,7,3,2,6,3,3,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,25,1,First year,3,45433
138,k8OrDndoWWfqcF4PW8lR79VbKOE2,1,1,1,4,4,4,3,3,3,3,3,4,3,3,4,3,3,4,51,11,14,9,13,18,5,4,4,3,3,4,3,1,3,4,5,3,2,3,3,7,10,9,10,14,50,No,2,1,4,1,2,3,2,2,2,3,22,6,5,4,3,4,5,7,5,5,4,7,8,14,9,15,9,5,5,3,6,4,5,7,6,5,6,5,4,4,4,5,5,4,29,28,26,83,3,3,2,3,1,2,2,3,19,Heterosexual or Straight,65,5,6,7,7,5,4,6,7,9,9,1,1,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,1,2,2,1,2,29,1,Second year,3,45181
139,k9H8OkRCPxVi5jCJsy12uq0FfYO2,1,1,1,4,3,5,5,3,3,3,2,2,3,4,3,2,4,4,50,9,10,10,9,9,4,4,2,2,3,3,3,2,3,3,4,3,3,3,4,7,10,8,10,11,46,Yes,3,3,2,2,2,3,1,2,3,3,24,3,3,4,5,4,4,5,4,5,4,4,10,9,8,10,8,5,5,5,4,4,5,5,3,5,4,5,4,3,3,3,4,4,22,28,21,71,3,3,1,3,1,3,1,3,18,Heterosexual or Straight,47,4,5,5,5,5,5,5,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,21,1,Second year,3,45544
140,kL0NRc5lOhPitGkfezXflc3ATjk1,1,1,1,4,2,4,2,4,3,2,2,2,2,4,4,4,4,4,47,16,13,16,11,13,4,5,4,3,4,4,5,4,3,3,4,5,4,5,3,12,15,11,10,12,60,Yes,1,1,2,0,1,2,2,2,0,0,11,6,6,5,1,6,3,4,5,3,1,5,4,9,11,17,4,2,2,7,5,5,2,7,7,7,7,7,4,4,4,3,3,2,35,23,20,78,1,1,0,2,1,0,2,1,8,Bisexual,69,7,9,4,9,8,8,4,7,6,7,2,1,2,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,0,27,1,Second year,3,45114
141,kfxWVcTJAZTD3Q6WkbXxhzircWz1,1,1,1,5,4,4,4,4,5,4,4,4,4,4,4,3,2,3,58,10,7,10,14,6,4,3,4,4,4,4,3,3,3,3,4,4,3,3,3,10,10,10,10,12,52,No,4,4,4,2,2,3,2,1,3,3,28,2,4,5,4,3,7,7,3,5,1,6,9,13,6,11,8,6,6,6,6,6,6,7,7,6,7,6,4,4,4,2,2,2,33,36,18,87,1,1,1,3,3,1,1,3,14,Heterosexual or Straight,47,5,5,4,3,5,5,7,7,3,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,25,1,Second year,3,45065
142,lc0pcigyGdcZfgpOPcDvyaXznHz1,1,1,1,4,3,2,5,2,4,4,4,3,4,3,3,5,4,3,53,13,16,11,11,12,3,1,4,3,4,2,2,3,4,3,4,2,3,3,4,10,5,10,11,9,45,No,2,1,1,2,1,2,2,2,1,1,15,3,6,5,4,5,2,1,5,4,2,1,8,2,10,14,4,7,7,6,6,6,6,6,5,5,6,5,4,4,4,3,2,2,27,38,19,84,1,3,1,1,3,1,1,2,13,Heterosexual or Straight,63,7,6,8,8,8,3,7,4,8,4,2,2,1,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,0,36,1,First year,3,46607
143,lz44HIcNjuUvH2dnphYgAuBKX5H3,1,1,1,3,4,3,3,4,3,4,4,4,3,3,2,2,2,2,46,4,6,7,6,6,2,3,2,1,3,3,2,2,1,2,4,4,2,1,2,6,9,3,7,9,34,No,4,4,4,3,3,4,2,3,4,4,35,3,3,2,5,3,6,7,4,6,6,5,11,12,7,8,12,5,5,2,2,3,2,6,6,5,6,3,3,2,2,4,4,5,26,19,20,65,2,3,1,3,1,1,3,2,16,Heterosexual or Straight,29,2,2,4,2,4,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,23,1,First year,3,46372
144,mTd7CMPwQZS43qQpaswbb6gewDz2,1,1,1,3,1,2,2,3,4,4,4,2,3,4,4,3,3,3,45,10,12,7,14,7,4,3,4,4,3,2,3,3,4,3,3,2,3,5,4,10,8,13,10,9,50,No,3,2,2,2,2,3,1,3,2,2,22,3,6,5,5,4,3,5,5,5,2,5,10,10,9,14,5,4,5,6,6,5,6,5,6,5,7,7,5,5,5,3,2,2,30,32,22,84,0,0,0,0,1,0,0,1,2,Heterosexual or Straight,50,5,5,8,4,6,1,9,5,4,3,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,25,1,First year,3,45302
145,mbcsvAMtNWd5wFkEhyIn1T8cRN23,1,1,1,3,4,4,4,4,5,4,4,3,2,4,3,4,4,3,55,16,14,13,17,19,4,4,4,3,4,4,4,3,3,5,5,5,2,3,4,9,13,9,13,13,57,No,2,3,1,0,1,2,3,0,1,0,13,4,7,5,3,5,4,3,5,6,4,4,9,7,10,16,8,6,6,6,6,6,6,6,6,4,6,5,5,4,4,5,4,3,27,36,25,88,0,3,2,3,2,1,1,2,14,Heterosexual or Straight,79,8,8,6,8,6,7,9,8,9,10,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,0,26,1,Second year,3,45116
146,moX3NBFQQPYfoykxyVtyQJDKjSS2,1,1,1,3,3,2,3,3,3,4,4,3,3,3,4,2,2,2,44,15,17,15,15,14,3,3,4,4,3,4,3,4,4,2,4,3,3,3,2,11,9,11,7,11,49,No,1,1,3,2,2,1,2,1,2,1,16,5,5,6,4,6,4,6,6,5,2,5,9,11,12,16,6,6,5,4,5,4,5,6,6,6,6,6,5,5,5,4,3,2,30,29,24,83,2,3,1,1,2,1,3,1,14,Heterosexual or Straight,76,8,7,9,8,9,6,8,7,7,7,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,25,1,First year,3,45561
147,o5SxrkiMssflTWK7pgT5R8PBDPu2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,75,18,18,20,15,20,5,5,4,5,5,5,5,4,5,5,5,5,4,5,5,12,15,15,15,15,72,No,0,0,1,0,0,0,0,0,0,0,1,5,6,7,1,6,2,2,6,2,1,2,3,4,12,18,3,7,7,7,7,7,7,7,7,7,7,7,5,5,5,2,2,2,35,42,21,98,0,0,0,0,2,0,2,0,4,Bisexual,91,10,8,10,8,10,10,10,5,10,10,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,0,36,1,First year,3,45058
148,oQeg6o9sw1QX70QbhM8Ymi0UeCf2,1,1,1,2,2,2,3,2,3,4,4,4,3,3,2,3,3,1,41,12,14,4,14,8,4,4,3,1,4,4,4,3,3,3,4,4,3,3,3,9,12,7,10,12,50,No,2,3,3,2,3,2,3,1,2,3,24,3,4,5,4,3,4,5,4,5,1,3,9,8,7,12,5,5,5,5,5,4,4,5,4,4,4,5,4,4,4,3,3,3,22,28,21,71,3,3,2,4,1,1,2,3,19,Heterosexual or Straight,52,6,6,6,8,4,0,7,7,5,3,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,0,27,1,First year,3,45443
149,oVzqz0k34DTsfY2wfoVf5eEHSZ82,1,1,1,2,2,1,1,1,3,4,4,2,3,2,2,3,4,4,38,16,15,13,9,17,4,3,3,4,3,4,3,3,4,4,4,4,4,3,4,10,10,11,11,12,54,No,2,4,3,1,3,1,2,2,4,1,23,6,6,6,3,6,4,2,5,3,1,5,6,7,11,18,5,3,2,6,5,6,6,6,6,5,6,6,1,1,4,3,3,4,29,28,16,73,3,3,1,1,3,3,1,3,18,Heterosexual or Straight,70,8,8,8,7,8,5,7,2,9,8,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,32,1,First year,3,45222
150,pRD3h7p6bwS2ZIBOsTWcb6eIUbA3,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,59,15,16,17,18,20,3,4,3,3,3,3,4,3,3,3,4,4,3,3,3,9,12,9,9,10,49,No,3,3,3,1,2,2,2,2,3,3,24,5,5,5,5,4,5,5,5,5,4,5,10,10,9,15,9,4,4,5,4,4,4,7,6,7,7,7,4,4,4,2,2,2,34,25,18,77,2,2,2,3,2,2,2,2,17,Heterosexual or Straight,86,8,7,8,8,9,8,9,9,10,10,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,28,1,Second year,3,45096
151,qIyX4f6RmPeDnPmJ5zaU7rz5UbR2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,73,8,13,9,9,13,5,5,4,3,5,5,4,3,3,5,5,5,4,3,3,11,14,9,13,15,62,Yes,3,2,4,2,2,3,1,2,4,3,26,4,4,4,6,5,4,4,5,4,4,4,10,8,10,12,8,7,7,7,7,7,7,7,7,6,7,7,4,4,4,3,1,3,34,42,19,95,4,2,0,1,3,0,0,1,11,Heterosexual or Straight,52,3,5,8,5,5,4,4,5,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,21,1,Second year,3,45093
152,qK43a2NL8vRDPynBVBXjJs4ZMbQ2,1,1,1,4,2,3,3,3,2,4,5,5,4,4,4,3,3,3,52,3,8,2,13,0,3,1,3,4,3,3,1,4,4,3,4,1,3,4,2,10,3,12,8,10,43,No,3,4,4,2,3,1,3,3,2,4,29,3,2,4,4,4,5,4,4,5,5,5,9,9,8,9,10,7,7,6,6,5,1,5,6,6,6,6,4,4,4,4,3,3,29,32,22,83,2,1,1,1,2,0,3,1,11,Heterosexual or Straight,26,0,3,4,4,2,0,6,7,0,0,1,2,1,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,0,30,1,Fourth year,3,45144
